module	file	loc	match_count	match_arms_total	avg_match_arms	if_count	if_chain_count	max_branch_depth	fanout	branch_sites_total
db::contracts::rules	crates/icydb-core/src/db/contracts/rules.rs	12	0	0	0.00	1	1	1	0	1
db::contracts::semantics	crates/icydb-core/src/db/contracts/semantics.rs	19	0	0	0.00	1	1	1	2	1
db::cursor::anchor	crates/icydb-core/src/db/cursor/anchor.rs	203	1	2	2.00	11	10	2	3	11
db::cursor::boundary	crates/icydb-core/src/db/cursor/boundary.rs	270	6	14	2.33	7	7	3	4	13
db::cursor::continuation	crates/icydb-core/src/db/cursor/continuation.rs	184	1	2	2.00	4	4	2	2	5
db::cursor::error	crates/icydb-core/src/db/cursor/error.rs	311	3	14	4.67	0	0	1	3	3
db::cursor	crates/icydb-core/src/db/cursor/mod.rs	260	2	4	2.00	1	1	1	6	3
db::cursor::planned	crates/icydb-core/src/db/cursor/planned.rs	90	0	0	0.00	0	0	0	2	0
db::cursor::range_token	crates/icydb-core/src/db/cursor/range_token.rs	49	0	0	0.00	0	0	0	1	0
db::cursor::runtime	crates/icydb-core/src/db/cursor/runtime.rs	142	0	0	0.00	6	6	2	2	6
db::cursor::signature	crates/icydb-core/src/db/cursor/signature.rs	10	0	0	0.00	0	0	0	0	0
db::cursor::spine	crates/icydb-core/src/db/cursor/spine.rs	242	0	0	0.00	4	4	1	4	4
db::cursor::token::error	crates/icydb-core/src/db/cursor/token/error.rs	21	0	0	0.00	0	0	0	0	0
db::cursor::token::grouped	crates/icydb-core/src/db/cursor/token/grouped.rs	83	0	0	0.00	0	0	0	3	0
db::cursor::token	crates/icydb-core/src/db/cursor/token/mod.rs	24	0	0	0.00	0	0	0	0	0
db::cursor::token::scalar	crates/icydb-core/src/db/cursor/token/scalar.rs	128	1	2	2.00	0	0	1	2	1
db::cursor::token::wire	crates/icydb-core/src/db/cursor/token/wire.rs	92	5	7	1.40	0	0	1	2	5
db::cursor::validation	crates/icydb-core/src/db/cursor/validation.rs	64	1	3	3.00	1	1	2	4	2
db::data::entity_decode	crates/icydb-core/src/db/data/entity_decode.rs	171	0	0	0.00	1	1	1	4	1
db::data::key	crates/icydb-core/src/db/data/key.rs	198	0	0	0.00	2	2	1	5	2
db::data	crates/icydb-core/src/db/data/mod.rs	45	0	0	0.00	0	0	0	0	0
db::data::persisted_row	crates/icydb-core/src/db/data/persisted_row.rs	1522	23	121	5.26	17	17	2	7	40
db::data::row	crates/icydb-core/src/db/data/row.rs	137	0	0	0.00	1	1	1	4	1
db::data::store	crates/icydb-core/src/db/data/store.rs	28	0	0	0.00	0	0	0	1	0
db::data::structural_field::cbor	crates/icydb-core/src/db/data/structural_field/cbor.rs	397	5	21	4.20	12	12	2	1	17
db::data::structural_field::composite	crates/icydb-core/src/db/data/structural_field/composite.rs	133	2	7	3.50	3	3	4	3	5
db::data::structural_field::leaf	crates/icydb-core/src/db/data/structural_field/leaf.rs	424	6	29	4.83	19	18	2	3	24
db::data::structural_field	crates/icydb-core/src/db/data/structural_field/mod.rs	40	0	0	0.00	2	2	1	2	2
db::data::structural_field::scalar	crates/icydb-core/src/db/data/structural_field/scalar.rs	213	5	20	4.00	8	8	2	5	13
db::data::structural_field::storage_key	crates/icydb-core/src/db/data/structural_field/storage_key.rs	234	3	16	5.33	12	12	1	4	15
db::data::structural_field::value_storage	crates/icydb-core/src/db/data/structural_field/value_storage.rs	425	9	68	7.56	18	18	2	4	27
db::data::structural_row	crates/icydb-core/src/db/data/structural_row.rs	289	4	13	3.25	9	9	2	3	13
db::diagnostics::execution_trace	crates/icydb-core/src/db/diagnostics/execution_trace.rs	195	3	12	4.00	0	0	2	1	3
db::diagnostics	crates/icydb-core/src/db/diagnostics/mod.rs	684	7	25	3.57	8	8	2	4	15
db::direction	crates/icydb-core/src/db/direction.rs	7	0	0	0.00	0	0	0	0	0
db::executor::aggregate::capability	crates/icydb-core/src/db/executor/aggregate/capability.rs	328	1	3	3.00	11	11	1	2	12
db::executor::aggregate::contracts::error	crates/icydb-core/src/db/executor/aggregate/contracts/error.rs	38	1	2	2.00	0	0	1	1	1
db::executor::aggregate::contracts::grouped::context	crates/icydb-core/src/db/executor/aggregate/contracts/grouped/context.rs	305	0	0	0.00	12	12	1	2	12
db::executor::aggregate::contracts::grouped::engine	crates/icydb-core/src/db/executor/aggregate/contracts/grouped/engine.rs	202	0	0	0.00	2	2	2	3	2
db::executor::aggregate::contracts::grouped	crates/icydb-core/src/db/executor/aggregate/contracts/grouped/mod.rs	8	0	0	0.00	0	0	0	0	0
db::executor::aggregate::contracts	crates/icydb-core/src/db/executor/aggregate/contracts/mod.rs	12	0	0	0.00	0	0	0	0	0
db::executor::aggregate::contracts::spec	crates/icydb-core/src/db/executor/aggregate/contracts/spec.rs	87	5	16	3.20	0	0	1	3	5
db::executor::aggregate::contracts::state	crates/icydb-core/src/db/executor/aggregate/contracts/state.rs	548	22	73	3.32	13	13	2	4	35
db::executor::aggregate::distinct	crates/icydb-core/src/db/executor/aggregate/distinct.rs	100	0	0	0.00	4	4	1	4	4
db::executor::aggregate::execution	crates/icydb-core/src/db/executor/aggregate/execution.rs	396	12	31	2.58	1	1	2	3	13
db::executor::aggregate::fast_path	crates/icydb-core/src/db/executor/aggregate/fast_path.rs	396	2	10	5.00	15	15	2	2	17
db::executor::aggregate::field	crates/icydb-core/src/db/executor/aggregate/field/mod.rs	296	3	9	3.00	8	8	1	5	11
db::executor::aggregate::field_extrema	crates/icydb-core/src/db/executor/aggregate/field_extrema.rs	324	2	4	2.00	13	12	2	3	14
db::executor::aggregate::helpers	crates/icydb-core/src/db/executor/aggregate/helpers.rs	286	2	4	2.00	7	7	1	4	9
db::executor::aggregate::materialized_distinct	crates/icydb-core/src/db/executor/aggregate/materialized_distinct/mod.rs	15	0	0	0.00	0	0	0	3	0
db::executor::aggregate	crates/icydb-core/src/db/executor/aggregate/mod.rs	325	2	5	2.50	5	5	1	3	7
db::executor::aggregate::numeric	crates/icydb-core/src/db/executor/aggregate/numeric/mod.rs	364	7	18	2.57	8	8	2	5	15
db::executor::aggregate::projection::covering	crates/icydb-core/src/db/executor/aggregate/projection/covering.rs	65	0	0	0.00	2	2	1	3	2
db::executor::aggregate::projection::decode	crates/icydb-core/src/db/executor/aggregate/projection/decode.rs	112	2	6	3.00	12	12	2	3	14
db::executor::aggregate::projection	crates/icydb-core/src/db/executor/aggregate/projection/mod.rs	669	16	46	2.88	17	17	3	5	33
db::executor::aggregate::runtime::grouped_distinct::aggregate	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_distinct/aggregate.rs	246	4	10	2.50	4	4	1	5	8
db::executor::aggregate::runtime::grouped_distinct	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_distinct/mod.rs	12	0	0	0.00	0	0	0	0	0
db::executor::aggregate::runtime::grouped_distinct::paging	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_distinct/paging.rs	11	0	0	0.00	1	1	1	1	1
db::executor::aggregate::runtime::grouped_distinct::strategy	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_distinct/strategy.rs	33	1	4	4.00	0	0	1	1	1
db::executor::aggregate::runtime::grouped_fold::candidate_rows	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/candidate_rows/mod.rs	121	0	0	0.00	8	8	2	3	8
db::executor::aggregate::runtime::grouped_fold::candidate_rows::sink	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/candidate_rows/sink.rs	96	4	6	1.50	1	1	2	3	5
db::executor::aggregate::runtime::grouped_fold::engine_init	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/engine_init.rs	50	0	0	0.00	2	2	1	3	2
db::executor::aggregate::runtime::grouped_fold::ingest	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/ingest.rs	98	0	0	0.00	3	3	1	3	3
db::executor::aggregate::runtime::grouped_fold	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/mod.rs	168	0	0	0.00	1	1	1	3	1
db::executor::aggregate::runtime::grouped_fold::page_finalize	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/page_finalize.rs	74	1	2	2.00	3	3	1	3	4
db::executor::aggregate::runtime::grouped_having	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_having.rs	65	2	4	2.00	1	1	2	3	3
db::executor::aggregate::runtime::grouped_output::finalize	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_output/finalize.rs	140	0	0	0.00	3	3	1	2	3
db::executor::aggregate::runtime::grouped_output	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_output/mod.rs	7	0	0	0.00	0	0	0	0	0
db::executor::aggregate::runtime::grouped_output::projection	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_output/projection.rs	81	0	0	0.00	0	0	0	3	0
db::executor::aggregate::runtime	crates/icydb-core/src/db/executor/aggregate/runtime/mod.rs	11	0	0	0.00	0	0	0	0	0
db::executor::aggregate::terminals	crates/icydb-core/src/db/executor/aggregate/terminals.rs	536	13	38	2.92	1	1	1	6	14
db::executor::authority	crates/icydb-core/src/db/executor/authority.rs	45	0	0	0.00	0	0	0	3	0
db::executor::continuation::capabilities	crates/icydb-core/src/db/executor/continuation/capabilities.rs	50	0	0	0.00	0	0	0	1	0
db::executor::continuation::engine	crates/icydb-core/src/db/executor/continuation/engine.rs	126	2	7	3.50	0	0	1	3	2
db::executor::continuation::grouped::capabilities	crates/icydb-core/src/db/executor/continuation/grouped/capabilities.rs	33	0	0	0.00	0	0	0	1	0
db::executor::continuation::grouped::context	crates/icydb-core/src/db/executor/continuation/grouped/context.rs	62	0	0	0.00	1	1	1	3	1
db::executor::continuation::grouped	crates/icydb-core/src/db/executor/continuation/grouped/mod.rs	6	0	0	0.00	0	0	0	0	0
db::executor::continuation::grouped::window	crates/icydb-core/src/db/executor/continuation/grouped/window.rs	47	0	0	0.00	0	0	0	1	0
db::executor::continuation	crates/icydb-core/src/db/executor/continuation/mod.rs	18	0	0	0.00	0	0	0	0	0
db::executor::continuation::route	crates/icydb-core/src/db/executor/continuation/route.rs	126	0	0	0.00	0	0	0	1	0
db::executor::continuation::scalar	crates/icydb-core/src/db/executor/continuation/scalar.rs	257	1	3	3.00	3	3	2	3	4
db::executor::delete	crates/icydb-core/src/db/executor/delete/mod.rs	523	0	0	0.00	11	11	1	5	11
db::executor::diagnostics::counters	crates/icydb-core/src/db/executor/diagnostics/counters.rs	57	0	0	0.00	0	0	0	1	0
db::executor::diagnostics	crates/icydb-core/src/db/executor/diagnostics/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::diagnostics::node	crates/icydb-core/src/db/executor/diagnostics/node.rs	91	2	8	4.00	0	0	1	1	2
db::executor::executable_plan	crates/icydb-core/src/db/executor/executable_plan.rs	496	5	12	2.40	8	8	1	3	13
db::executor::explain::descriptor	crates/icydb-core/src/db/executor/explain/descriptor.rs	997	21	78	3.71	41	39	2	3	60
db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	6	0	0	0.00	0	0	0	0	0
db::executor::group::hash	crates/icydb-core/src/db/executor/group/hash.rs	16	0	0	0.00	0	0	0	2	0
db::executor::group::key	crates/icydb-core/src/db/executor/group/key.rs	158	3	8	2.67	1	1	1	3	4
db::executor::group	crates/icydb-core/src/db/executor/group/mod.rs	84	0	0	0.00	0	0	0	1	0
db::executor::kernel	crates/icydb-core/src/db/executor/kernel/mod.rs	171	0	0	0.00	6	6	1	2	6
db::executor	crates/icydb-core/src/db/executor/mod.rs	200	3	5	1.67	0	0	1	3	3
db::executor::mutation::commit_window	crates/icydb-core/src/db/executor/mutation/commit_window.rs	445	0	0	0.00	9	9	2	5	9
db::executor::mutation	crates/icydb-core/src/db/executor/mutation/mod.rs	86	0	0	0.00	0	0	0	3	0
db::executor::mutation::save	crates/icydb-core/src/db/executor/mutation/save.rs	398	5	13	2.60	6	6	2	4	11
db::executor::mutation::save_validation	crates/icydb-core/src/db/executor/mutation/save_validation.rs	256	3	10	3.33	14	14	2	7	17
db::executor::order	crates/icydb-core/src/db/executor/order.rs	124	1	2	2.00	4	4	2	3	5
db::executor::pipeline::contracts::execution::erased	crates/icydb-core/src/db/executor/pipeline/contracts/execution/erased.rs	98	0	0	0.00	0	0	0	3	0
db::executor::pipeline::contracts::execution::inputs	crates/icydb-core/src/db/executor/pipeline/contracts/execution/inputs.rs	417	1	2	2.00	1	1	1	3	2
db::executor::pipeline::contracts::execution	crates/icydb-core/src/db/executor/pipeline/contracts/execution/mod.rs	11	0	0	0.00	0	0	0	0	0
db::executor::pipeline::contracts::execution::outcomes	crates/icydb-core/src/db/executor/pipeline/contracts/execution/outcomes.rs	33	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::execution::stream	crates/icydb-core/src/db/executor/pipeline/contracts/execution/stream.rs	76	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::grouped	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/mod.rs	8	0	0	0.00	0	0	0	0	0
db::executor::pipeline::contracts::grouped::route_stage	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/route_stage/mod.rs	5	0	0	0.00	0	0	0	0	0
db::executor::pipeline::contracts::grouped::route_stage::payload	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/route_stage/payload.rs	33	0	0	0.00	0	0	0	2	0
db::executor::pipeline::contracts::grouped::route_stage::projection	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/route_stage/projection.rs	167	0	0	0.00	0	0	0	3	0
db::executor::pipeline::contracts::grouped::stages	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/stages.rs	213	1	3	3.00	0	0	1	3	1
db::executor::pipeline::contracts	crates/icydb-core/src/db/executor/pipeline/contracts/mod.rs	114	2	4	2.00	0	0	1	3	2
db::executor::pipeline::contracts::post_access	crates/icydb-core/src/db/executor/pipeline/contracts/post_access.rs	35	0	0	0.00	0	0	0	1	0
db::executor::pipeline::entrypoints::grouped	crates/icydb-core/src/db/executor/pipeline/entrypoints/grouped.rs	132	1	2	2.00	0	0	1	3	1
db::executor::pipeline::entrypoints	crates/icydb-core/src/db/executor/pipeline/entrypoints/mod.rs	84	0	0	0.00	0	0	0	3	0
db::executor::pipeline::entrypoints::scalar::hints	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/hints.rs	67	1	3	3.00	6	5	2	1	6
db::executor::pipeline::entrypoints::scalar	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/mod.rs	493	1	2	2.00	0	0	1	3	1
db::executor::pipeline::entrypoints::scalar::surface	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/surface.rs	44	1	2	2.00	0	0	1	3	1
db::executor::pipeline::grouped_runtime	crates/icydb-core/src/db/executor/pipeline/grouped_runtime/mod.rs	3	0	0	0.00	0	0	0	0	0
db::executor::pipeline::grouped_runtime::route_stage	crates/icydb-core/src/db/executor/pipeline/grouped_runtime/route_stage.rs	113	0	0	0.00	1	1	1	3	1
db::executor::pipeline::grouped_runtime::runtime	crates/icydb-core/src/db/executor/pipeline/grouped_runtime/runtime.rs	50	0	0	0.00	0	0	0	1	0
db::executor::pipeline	crates/icydb-core/src/db/executor/pipeline/mod.rs	7	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::distinct	crates/icydb-core/src/db/executor/pipeline/operators/distinct/mod.rs	79	1	2	2.00	1	1	1	1	2
db::executor::pipeline::operators	crates/icydb-core/src/db/executor/pipeline/operators/mod.rs	7	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::contracts	crates/icydb-core/src/db/executor/pipeline/operators/post_access/contracts/mod.rs	3	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::contracts::row	crates/icydb-core/src/db/executor/pipeline/operators/post_access/contracts/row.rs	22	0	0	0.00	0	0	0	4	0
db::executor::pipeline::operators::post_access::contracts::stats	crates/icydb-core/src/db/executor/pipeline/operators/post_access/contracts/stats.rs	4	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::coordinator	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/mod.rs	15	0	0	0.00	0	0	0	1	0
db::executor::pipeline::operators::post_access::coordinator::runtime::guard_filter	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/runtime/guard_filter.rs	48	0	0	0.00	3	3	2	2	3
db::executor::pipeline::operators::post_access::coordinator::runtime	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/runtime/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::coordinator::runtime::phases	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/runtime/phases.rs	92	0	0	0.00	0	0	0	3	0
db::executor::pipeline::operators::post_access	crates/icydb-core/src/db/executor/pipeline/operators/post_access/mod.rs	34	0	0	0.00	0	0	0	3	0
db::executor::pipeline::operators::post_access::order_cursor	crates/icydb-core/src/db/executor/pipeline/operators/post_access/order_cursor.rs	25	0	0	0.00	0	0	0	2	0
db::executor::pipeline::operators::post_access::terminal	crates/icydb-core/src/db/executor/pipeline/operators/post_access/terminal/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::terminal::order	crates/icydb-core/src/db/executor/pipeline/operators/post_access/terminal/order.rs	53	0	0	0.00	5	5	3	3	5
db::executor::pipeline::operators::post_access::terminal::paging_delete	crates/icydb-core/src/db/executor/pipeline/operators/post_access/terminal/paging_delete.rs	27	0	0	0.00	2	2	2	2	2
db::executor::pipeline::operators::post_access::window	crates/icydb-core/src/db/executor/pipeline/operators/post_access/window.rs	4	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::reducer::aggregate	crates/icydb-core/src/db/executor/pipeline/operators/reducer/aggregate.rs	61	0	0	0.00	1	1	1	2	1
db::executor::pipeline::operators::reducer	crates/icydb-core/src/db/executor/pipeline/operators/reducer/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::reducer::runner	crates/icydb-core/src/db/executor/pipeline/operators/reducer/runner.rs	92	5	12	2.40	1	1	1	2	6
db::executor::pipeline::operators::terminal	crates/icydb-core/src/db/executor/pipeline/operators/terminal/mod.rs	1	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::terminal::runtime	crates/icydb-core/src/db/executor/pipeline/operators/terminal/runtime.rs	73	0	0	0.00	1	1	1	3	1
db::executor::pipeline::orchestrator::contracts	crates/icydb-core/src/db/executor/pipeline/orchestrator/contracts/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::pipeline::orchestrator::contracts::mode	crates/icydb-core/src/db/executor/pipeline/orchestrator/contracts/mode.rs	44	1	2	2.00	0	0	1	1	1
db::executor::pipeline::orchestrator::contracts::surface	crates/icydb-core/src/db/executor/pipeline/orchestrator/contracts/surface.rs	8	0	0	0.00	0	0	0	1	0
db::executor::pipeline::orchestrator::guards	crates/icydb-core/src/db/executor/pipeline/orchestrator/guards.rs	33	0	0	0.00	0	0	0	1	0
db::executor::pipeline::orchestrator	crates/icydb-core/src/db/executor/pipeline/orchestrator/mod.rs	88	2	4	2.00	3	3	2	3	5
db::executor::pipeline::orchestrator::state::context	crates/icydb-core/src/db/executor/pipeline/orchestrator/state/context.rs	32	0	0	0.00	0	0	0	1	0
db::executor::pipeline::orchestrator::state	crates/icydb-core/src/db/executor/pipeline/orchestrator/state/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::pipeline::orchestrator::strategy::context	crates/icydb-core/src/db/executor/pipeline/orchestrator/strategy/context.rs	36	0	0	0.00	1	1	1	3	1
db::executor::pipeline::orchestrator::strategy::grouping	crates/icydb-core/src/db/executor/pipeline/orchestrator/strategy/grouping.rs	161	3	6	2.00	0	0	1	3	3
db::executor::pipeline::orchestrator::strategy	crates/icydb-core/src/db/executor/pipeline/orchestrator/strategy/mod.rs	3	0	0	0.00	0	0	0	0	0
db::executor::pipeline::runtime::fast_path	crates/icydb-core/src/db/executor/pipeline/runtime/fast_path/mod.rs	126	2	5	2.50	1	1	1	2	3
db::executor::pipeline::runtime::fast_path::strategy	crates/icydb-core/src/db/executor/pipeline/runtime/fast_path/strategy.rs	133	3	10	3.33	1	1	1	2	4
db::executor::pipeline::runtime	crates/icydb-core/src/db/executor/pipeline/runtime/mod.rs	29	0	0	0.00	0	0	0	2	0
db::executor::pipeline::timing	crates/icydb-core/src/db/executor/pipeline/timing.rs	24	0	0	0.00	0	0	0	0	0
db::executor::plan_metrics	crates/icydb-core/src/db/executor/plan_metrics.rs	66	1	2	2.00	0	0	1	3	1
db::executor::plan_validate	crates/icydb-core/src/db/executor/plan_validate.rs	24	0	0	0.00	0	0	0	2	0
db::executor::preparation	crates/icydb-core/src/db/executor/preparation.rs	93	2	4	2.00	0	0	1	2	2
db::executor::projection::eval	crates/icydb-core/src/db/executor/projection/eval/mod.rs	189	3	18	6.00	0	0	1	4	3
db::executor::projection::eval::operators::binary::comparison	crates/icydb-core/src/db/executor/projection/eval/operators/binary/comparison.rs	79	2	8	4.00	4	3	1	2	5
db::executor::projection::eval::operators::binary	crates/icydb-core/src/db/executor/projection/eval/operators/binary/mod.rs	108	4	24	6.00	1	1	1	2	5
db::executor::projection::eval::operators	crates/icydb-core/src/db/executor/projection/eval/operators/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::projection::eval::operators::unary	crates/icydb-core/src/db/executor/projection/eval/operators/unary.rs	47	2	4	2.00	1	1	1	3	3
db::executor::projection::eval::scalar	crates/icydb-core/src/db/executor/projection/eval/scalar.rs	180	3	12	4.00	0	0	1	4	3
db::executor::projection::grouped	crates/icydb-core/src/db/executor/projection/grouped.rs	48	0	0	0.00	2	2	1	2	2
db::executor::projection::materialize	crates/icydb-core/src/db/executor/projection/materialize/mod.rs	178	6	8	1.33	3	3	2	6	9
db::executor::projection::materialize::structural	crates/icydb-core/src/db/executor/projection/materialize/structural.rs	130	1	2	2.00	1	1	1	5	2
db::executor::projection	crates/icydb-core/src/db/executor/projection/mod.rs	14	0	0	0.00	0	0	0	0	0
db::executor::route::capability	crates/icydb-core/src/db/executor/route/capability.rs	138	0	0	0.00	1	1	1	2	1
db::executor::route::contracts::capabilities	crates/icydb-core/src/db/executor/route/contracts/capabilities.rs	21	0	0	0.00	0	0	0	1	0
db::executor::route::contracts::execution	crates/icydb-core/src/db/executor/route/contracts/execution/mod.rs	80	1	1	1.00	0	0	1	1	1
db::executor::route::contracts::execution::observability	crates/icydb-core/src/db/executor/route/contracts/execution/observability.rs	47	0	0	0.00	0	0	0	1	0
db::executor::route::contracts::execution::plan	crates/icydb-core/src/db/executor/route/contracts/execution/plan.rs	187	4	10	2.50	1	1	3	1	5
db::executor::route::contracts	crates/icydb-core/src/db/executor/route/contracts/mod.rs	18	0	0	0.00	0	0	0	0	0
db::executor::route::contracts::shape	crates/icydb-core/src/db/executor/route/contracts/shape.rs	42	0	0	0.00	0	0	0	1	0
db::executor::route::fast_path	crates/icydb-core/src/db/executor/route/fast_path.rs	87	0	0	0.00	0	0	0	3	0
db::executor::route::grouped_runtime	crates/icydb-core/src/db/executor/route/grouped_runtime.rs	41	1	2	2.00	0	0	1	2	1
db::executor::route::guard	crates/icydb-core/src/db/executor/route/guard.rs	86	0	0	0.00	0	0	0	1	0
db::executor::route::hints::aggregate	crates/icydb-core/src/db/executor/route/hints/aggregate.rs	98	2	6	3.00	2	2	1	2	4
db::executor::route::hints::load	crates/icydb-core/src/db/executor/route/hints/load.rs	88	0	0	0.00	1	1	1	2	1
db::executor::route::hints	crates/icydb-core/src/db/executor/route/hints/mod.rs	9	0	0	0.00	0	0	0	0	0
db::executor::route	crates/icydb-core/src/db/executor/route/mod.rs	69	0	0	0.00	0	0	0	0	0
db::executor::route::mode	crates/icydb-core/src/db/executor/route/mode.rs	50	1	3	3.00	2	2	2	1	3
db::executor::route::planner::entrypoints	crates/icydb-core/src/db/executor/route/planner/entrypoints.rs	179	0	0	0.00	2	2	1	3	2
db::executor::route::planner::execution	crates/icydb-core/src/db/executor/route/planner/execution/mod.rs	79	2	7	3.50	0	0	1	1	2
db::executor::route::planner::execution::shape_aggregate_count	crates/icydb-core/src/db/executor/route/planner/execution/shape_aggregate_count.rs	61	2	4	2.00	0	0	1	1	2
