module	file	loc	match_count	match_arms_total	avg_match_arms	if_count	if_chain_count	max_branch_depth	fanout	branch_sites_total
db::executor::aggregate::projection	crates/icydb-core/src/db/executor/aggregate/projection/mod.rs	619	12	36	3.00	15	15	3	5	27
db::executor::aggregate::runtime::grouped_fold::page_finalize	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/page_finalize.rs	530	7	16	2.29	20	20	3	3	27
db::commit::store	crates/icydb-core/src/db/commit/store/mod.rs	525	0	0	0.00	27	27	1	2	27
db::index::key::build	crates/icydb-core/src/db/index/key/build.rs	478	13	28	2.15	14	14	2	5	27
db::query::builder::aggregate	crates/icydb-core/src/db/query/builder/aggregate.rs	795	21	73	3.48	5	5	2	2	26
types::decimal::arithmetic	crates/icydb-core/src/types/decimal/arithmetic.rs	286	1	3	3.00	25	25	2	1	26
db::query::intent::model	crates/icydb-core/src/db/query/intent/model.rs	605	5	18	3.60	20	20	2	4	25
db::predicate::capability	crates/icydb-core/src/db/predicate/capability.rs	477	10	38	3.80	16	15	2	3	25
db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	420	18	66	3.67	7	7	2	2	25
db::executor::covering	crates/icydb-core/src/db/executor/covering.rs	360	4	11	2.75	21	21	2	5	25
db::sql_shared::cursor	crates/icydb-core/src/db/sql_shared/cursor.rs	261	3	26	8.67	22	22	1	2	25
db::sql::lowering::normalize	crates/icydb-core/src/db/sql/lowering/normalize.rs	587	11	53	4.82	13	13	1	2	24
db::query::plan::access_choice::evaluator::prefix	crates/icydb-core/src/db/query/plan/access_choice/evaluator/prefix.rs	257	5	13	2.60	19	19	2	3	24
db::query::plan::planner::predicate	crates/icydb-core/src/db/query/plan/planner/predicate.rs	435	4	13	3.25	19	19	2	4	23
db::data::persisted_row::codec	crates/icydb-core/src/db/data/persisted_row/codec.rs	922	12	63	5.25	10	10	2	6	22
db::executor::mutation::save_validation	crates/icydb-core/src/db/executor/mutation/save_validation.rs	343	3	13	4.33	19	19	2	7	22
db::query::intent::query	crates/icydb-core/src/db/query/intent/query.rs	1088	14	45	3.21	7	7	2	3	21
db::executor::aggregate::terminals	crates/icydb-core/src/db/executor/aggregate/terminals.rs	587	20	55	2.75	1	1	2	5	21
db::session::sql::execute::aggregate	crates/icydb-core/src/db/session/sql/execute/aggregate.rs	430	7	22	3.14	14	14	3	3	21
