module	file	loc	match_count	match_arms_total	avg_match_arms	if_count	if_chain_count	max_branch_depth	fanout	branch_sites_total
db::cursor::runtime	crates/icydb-core/src/db/cursor/runtime.rs	142	0	0	0.00	6	6	2	2	6
db::cursor::signature	crates/icydb-core/src/db/cursor/signature.rs	21	0	0	0.00	0	0	0	1	0
db::cursor::spine	crates/icydb-core/src/db/cursor/spine.rs	264	0	0	0.00	4	4	1	4	4
db::cursor::string	crates/icydb-core/src/db/cursor/string.rs	61	1	4	4.00	3	3	1	1	4
db::cursor::token::bytes	crates/icydb-core/src/db/cursor/token/bytes.rs	112	0	0	0.00	1	1	1	1	1
db::cursor::token::codec	crates/icydb-core/src/db/cursor/token/codec.rs	213	6	15	2.50	4	4	1	2	10
db::cursor::token::error	crates/icydb-core/src/db/cursor/token/error.rs	16	0	0	0.00	0	0	0	0	0
db::cursor::token::grouped	crates/icydb-core/src/db/cursor/token/grouped.rs	69	0	0	0.00	0	0	0	2	0
db::cursor::token	crates/icydb-core/src/db/cursor/token/mod.rs	25	0	0	0.00	0	0	0	0	0
db::cursor::token::scalar	crates/icydb-core/src/db/cursor/token/scalar.rs	87	1	2	2.00	0	0	1	1	1
db::cursor::token::value	crates/icydb-core/src/db/cursor/token/value.rs	343	7	62	8.86	2	2	1	3	9
db::data::entity_decode	crates/icydb-core/src/db/data/entity_decode.rs	40	0	0	0.00	1	1	1	3	1
db::data::key	crates/icydb-core/src/db/data/key.rs	273	0	0	0.00	4	4	1	4	4
db::data	crates/icydb-core/src/db/data/mod.rs	95	0	0	0.00	0	0	0	0	0
db::data::persisted_row::codec	crates/icydb-core/src/db/data/persisted_row/codec.rs	1787	18	75	4.17	16	16	2	6	34
db::data::persisted_row::contract	crates/icydb-core/src/db/data/persisted_row/contract.rs	377	13	42	3.23	9	9	4	4	22
db::data::persisted_row	crates/icydb-core/src/db/data/persisted_row/mod.rs	37	0	0	0.00	0	0	0	1	0
db::data::persisted_row::patch	crates/icydb-core/src/db/data/persisted_row/patch.rs	217	0	0	0.00	5	5	1	4	5
db::data::persisted_row::reader::cache	crates/icydb-core/src/db/data/persisted_row/reader/cache.rs	145	5	34	6.80	0	0	2	4	5
db::data::persisted_row::reader::core	crates/icydb-core/src/db/data/persisted_row/reader/core.rs	278	4	9	2.25	4	4	2	4	8
db::data::persisted_row::reader::direct	crates/icydb-core/src/db/data/persisted_row/reader/direct.rs	242	2	4	2.00	1	1	2	4	3
db::data::persisted_row::reader::metrics	crates/icydb-core/src/db/data/persisted_row/reader/metrics.rs	154	0	0	0.00	9	9	2	1	9
db::data::persisted_row::reader	crates/icydb-core/src/db/data/persisted_row/reader/mod.rs	18	0	0	0.00	0	0	0	1	0
db::data::persisted_row::reader::primary_key	crates/icydb-core/src/db/data/persisted_row/reader/primary_key.rs	139	5	32	6.40	2	2	2	4	7
db::data::persisted_row::types	crates/icydb-core/src/db/data/persisted_row/types.rs	186	0	0	0.00	0	0	0	5	0
db::data::persisted_row::writer	crates/icydb-core/src/db/data/persisted_row/writer.rs	82	1	2	2.00	0	0	1	3	1
db::data::row	crates/icydb-core/src/db/data/row.rs	132	0	0	0.00	1	1	1	4	1
db::data::store	crates/icydb-core/src/db/data/store.rs	76	0	0	0.00	0	0	0	1	0
db::data::structural_field::binary	crates/icydb-core/src/db/data/structural_field/binary.rs	406	4	20	5.00	8	8	2	1	12
db::data::structural_field::composite	crates/icydb-core/src/db/data/structural_field/composite.rs	434	5	19	3.80	12	12	4	4	17
db::data::structural_field::encode	crates/icydb-core/src/db/data/structural_field/encode.rs	31	0	0	0.00	3	3	1	4	3
db::data::structural_field::leaf	crates/icydb-core/src/db/data/structural_field/leaf.rs	516	8	31	3.88	20	19	1	5	27
db::data::structural_field	crates/icydb-core/src/db/data/structural_field/mod.rs	362	0	0	0.00	8	8	1	4	8
db::data::structural_field::primitive	crates/icydb-core/src/db/data/structural_field/primitive.rs	33	0	0	0.00	0	0	0	1	0
db::data::structural_field::scalar	crates/icydb-core/src/db/data/structural_field/scalar.rs	463	13	60	4.62	18	18	2	5	31
db::data::structural_field::storage_key::decode	crates/icydb-core/src/db/data/structural_field/storage_key/decode.rs	183	3	17	5.67	10	10	2	3	13
db::data::structural_field::storage_key::encode	crates/icydb-core/src/db/data/structural_field/storage_key/encode.rs	127	5	14	2.80	3	3	2	4	8
db::data::structural_field::storage_key	crates/icydb-core/src/db/data/structural_field/storage_key/mod.rs	65	1	4	4.00	0	0	1	4	1
db::data::structural_field::storage_key::scalar::account	crates/icydb-core/src/db/data/structural_field/storage_key/scalar/account.rs	60	1	2	2.00	4	4	3	2	5
db::data::structural_field::storage_key::scalar::bytes	crates/icydb-core/src/db/data/structural_field/storage_key/scalar/bytes.rs	91	0	0	0.00	6	6	1	2	6
db::data::structural_field::storage_key::scalar::encode	crates/icydb-core/src/db/data/structural_field/storage_key/scalar/encode.rs	63	2	11	5.50	0	0	2	4	2
db::data::structural_field::storage_key::scalar	crates/icydb-core/src/db/data/structural_field/storage_key/scalar/mod.rs	14	0	0	0.00	0	0	0	0	0
db::data::structural_field::storage_key::scalar::primitive	crates/icydb-core/src/db/data/structural_field/storage_key/scalar/primitive.rs	108	0	0	0.00	8	8	1	2	8
db::data::structural_field::typed	crates/icydb-core/src/db/data/structural_field/typed.rs	143	0	0	0.00	3	3	1	3	3
db::data::structural_field::value_storage	crates/icydb-core/src/db/data/structural_field/value_storage.rs	1439	11	75	6.82	47	45	2	4	56
db::data::structural_row	crates/icydb-core/src/db/data/structural_row.rs	286	3	5	1.67	8	8	1	3	11
db::diagnostics::execution_trace	crates/icydb-core/src/db/diagnostics/execution_trace.rs	334	0	0	0.00	0	0	0	1	0
db::diagnostics::integrity	crates/icydb-core/src/db/diagnostics/integrity.rs	182	4	10	2.50	4	4	2	4	8
db::diagnostics::local_instructions	crates/icydb-core/src/db/diagnostics/local_instructions.rs	21	0	0	0.00	0	0	0	0	0
db::diagnostics	crates/icydb-core/src/db/diagnostics/mod.rs	21	0	0	0.00	0	0	0	1	0
db::diagnostics::model	crates/icydb-core/src/db/diagnostics/model.rs	351	0	0	0.00	0	0	0	1	0
db::diagnostics::storage_report	crates/icydb-core/src/db/diagnostics/storage_report.rs	259	4	8	2.00	3	3	1	4	7
db::direction	crates/icydb-core/src/db/direction.rs	7	0	0	0.00	0	0	0	0	0
db::executor::aggregate::capability	crates/icydb-core/src/db/executor/aggregate/capability.rs	273	0	0	0.00	10	10	1	2	10
db::executor::aggregate::contracts::error	crates/icydb-core/src/db/executor/aggregate/contracts/error.rs	62	1	2	2.00	0	0	1	1	1
db::executor::aggregate::contracts::grouped::context	crates/icydb-core/src/db/executor/aggregate/contracts/grouped/context.rs	347	0	0	0.00	11	11	1	2	11
db::executor::aggregate::contracts::grouped::engine	crates/icydb-core/src/db/executor/aggregate/contracts/grouped/engine.rs	249	0	0	0.00	8	8	1	3	8
db::executor::aggregate::contracts::grouped	crates/icydb-core/src/db/executor/aggregate/contracts/grouped/mod.rs	6	0	0	0.00	0	0	0	0	0
db::executor::aggregate::contracts	crates/icydb-core/src/db/executor/aggregate/contracts/mod.rs	13	0	0	0.00	0	0	0	0	0
db::executor::aggregate::contracts::spec	crates/icydb-core/src/db/executor/aggregate/contracts/spec.rs	121	7	28	4.00	0	0	1	2	7
db::executor::aggregate::contracts::state	crates/icydb-core/src/db/executor/aggregate/contracts/state.rs	868	32	101	3.16	32	30	2	4	62
db::executor::aggregate::distinct	crates/icydb-core/src/db/executor/aggregate/distinct.rs	101	0	0	0.00	4	4	1	4	4
db::executor::aggregate::execution	crates/icydb-core/src/db/executor/aggregate/execution.rs	454	11	28	2.55	1	1	2	3	12
db::executor::aggregate::fast_path	crates/icydb-core/src/db/executor/aggregate/fast_path.rs	370	2	10	5.00	15	15	2	3	17
db::executor::aggregate::field	crates/icydb-core/src/db/executor/aggregate/field/mod.rs	325	3	13	4.33	4	4	1	5	7
db::executor::aggregate::field_extrema	crates/icydb-core/src/db/executor/aggregate/field_extrema.rs	353	3	6	2.00	13	12	2	3	15
db::executor::aggregate::helpers	crates/icydb-core/src/db/executor/aggregate/helpers.rs	356	6	16	2.67	5	5	2	4	11
db::executor::aggregate::materialized_distinct	crates/icydb-core/src/db/executor/aggregate/materialized_distinct/mod.rs	15	0	0	0.00	0	0	0	3	0
db::executor::aggregate	crates/icydb-core/src/db/executor/aggregate/mod.rs	269	0	0	0.00	5	5	1	3	5
db::executor::aggregate::numeric	crates/icydb-core/src/db/executor/aggregate/numeric/mod.rs	319	5	11	2.20	8	8	2	5	13
db::executor::aggregate::projection::covering	crates/icydb-core/src/db/executor/aggregate/projection/covering.rs	50	0	0	0.00	2	2	1	3	2
db::executor::aggregate::projection	crates/icydb-core/src/db/executor/aggregate/projection/mod.rs	617	12	36	3.00	15	15	3	5	27
db::executor::aggregate::runtime::grouped_distinct::aggregate	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_distinct/aggregate.rs	262	3	8	2.67	5	5	1	4	8
db::executor::aggregate::runtime::grouped_distinct	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_distinct/mod.rs	25	0	0	0.00	1	1	1	1	1
db::executor::aggregate::runtime::grouped_fold::bundle	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/bundle.rs	390	0	0	0.00	10	10	2	3	10
db::executor::aggregate::runtime::grouped_fold	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/mod.rs	1262	8	19	2.38	25	25	2	4	33
db::executor::aggregate::runtime::grouped_fold::page_finalize	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_fold/page_finalize.rs	532	7	16	2.29	20	20	3	3	27
db::executor::aggregate::runtime::grouped_output	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_output/mod.rs	322	0	0	0.00	6	6	1	4	6
db::executor::aggregate::runtime::grouped_row	crates/icydb-core/src/db/executor/aggregate/runtime/grouped_row.rs	27	0	0	0.00	0	0	0	1	0
db::executor::aggregate::runtime	crates/icydb-core/src/db/executor/aggregate/runtime/mod.rs	30	0	0	0.00	0	0	0	2	0
db::executor::aggregate::scalar_terminals	crates/icydb-core/src/db/executor/aggregate/scalar_terminals.rs	996	15	46	3.07	20	20	3	6	35
db::executor::aggregate::terminals	crates/icydb-core/src/db/executor/aggregate/terminals.rs	621	20	55	2.75	1	1	2	5	21
db::executor::authority::entity	crates/icydb-core/src/db/executor/authority/entity.rs	137	0	0	0.00	0	0	0	6	0
db::executor::authority	crates/icydb-core/src/db/executor/authority/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::covering	crates/icydb-core/src/db/executor/covering.rs	360	4	11	2.75	21	21	2	5	25
db::executor::delete	crates/icydb-core/src/db/executor/delete/mod.rs	564	0	0	0.00	8	8	1	5	8
db::executor::diagnostics::counters	crates/icydb-core/src/db/executor/diagnostics/counters.rs	56	0	0	0.00	0	0	0	1	0
db::executor::diagnostics	crates/icydb-core/src/db/executor/diagnostics/mod.rs	45	3	12	4.00	0	0	2	1	3
db::executor::diagnostics::node	crates/icydb-core/src/db/executor/diagnostics/node.rs	82	2	8	4.00	0	0	1	1	2
db::executor::explain::descriptor::aggregate	crates/icydb-core/src/db/executor/explain/descriptor/aggregate.rs	100	0	0	0.00	0	0	0	1	0
db::executor::explain::descriptor::load	crates/icydb-core/src/db/executor/explain/descriptor/load.rs	587	4	12	3.00	19	18	2	4	22
db::executor::explain::descriptor	crates/icydb-core/src/db/executor/explain/descriptor/mod.rs	15	0	0	0.00	0	0	0	0	0
db::executor::explain::descriptor::shared	crates/icydb-core/src/db/executor/explain/descriptor/shared/mod.rs	637	13	45	3.46	19	18	2	2	31
db::executor::explain::descriptor::shared::predicate	crates/icydb-core/src/db/executor/explain/descriptor/shared/predicate.rs	304	5	17	3.40	12	12	2	2	17
db::executor::explain	crates/icydb-core/src/db/executor/explain/mod.rs	493	11	31	2.82	6	6	2	3	17
db::executor::group::hash	crates/icydb-core/src/db/executor/group/hash.rs	16	0	0	0.00	0	0	0	2	0
db::executor::group::key	crates/icydb-core/src/db/executor/group/key.rs	222	4	12	3.00	0	0	1	3	4
db::executor::group	crates/icydb-core/src/db/executor/group/mod.rs	86	0	0	0.00	0	0	0	1	0
db::executor::kernel	crates/icydb-core/src/db/executor/kernel/mod.rs	385	1	2	2.00	21	21	2	2	22
db::executor	crates/icydb-core/src/db/executor/mod.rs	289	3	5	1.67	0	0	1	3	3
db::executor::mutation::commit_window	crates/icydb-core/src/db/executor/mutation/commit_window.rs	794	2	6	3.00	16	16	2	5	18
db::executor::mutation	crates/icydb-core/src/db/executor/mutation/mod.rs	88	0	0	0.00	0	0	0	3	0
db::executor::mutation::save::batch	crates/icydb-core/src/db/executor/mutation/save/batch.rs	190	2	5	2.50	4	4	2	5	6
db::executor::mutation::save	crates/icydb-core/src/db/executor/mutation/save/mod.rs	98	4	12	3.00	0	0	1	5	4
db::executor::mutation::save::shared	crates/icydb-core/src/db/executor/mutation/save/shared.rs	120	2	5	2.50	2	2	2	4	4
db::executor::mutation::save::structural	crates/icydb-core/src/db/executor/mutation/save/structural.rs	354	2	4	2.00	6	6	1	6	8
db::executor::mutation::save::typed	crates/icydb-core/src/db/executor/mutation/save/typed.rs	140	0	0	0.00	0	0	0	6	0
db::executor::mutation::save_validation	crates/icydb-core/src/db/executor/mutation/save_validation.rs	343	3	13	4.33	20	20	2	7	23
db::executor::order	crates/icydb-core/src/db/executor/order.rs	448	10	28	2.80	12	12	2	3	22
db::executor::pipeline::contracts::execution::inputs	crates/icydb-core/src/db/executor/pipeline/contracts/execution/inputs.rs	298	4	8	2.00	1	1	1	2	5
db::executor::pipeline::contracts::execution	crates/icydb-core/src/db/executor/pipeline/contracts/execution/mod.rs	15	0	0	0.00	0	0	0	0	0
db::executor::pipeline::contracts::execution::outcomes	crates/icydb-core/src/db/executor/pipeline/contracts/execution/outcomes.rs	45	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::execution::stream	crates/icydb-core/src/db/executor/pipeline/contracts/execution/stream.rs	76	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::fast_stream	crates/icydb-core/src/db/executor/pipeline/contracts/fast_stream.rs	43	0	0	0.00	0	0	0	2	0
db::executor::pipeline::contracts::grouped	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::pipeline::contracts::grouped::route_stage	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/route_stage/mod.rs	5	0	0	0.00	0	0	0	0	0
db::executor::pipeline::contracts::grouped::route_stage::payload	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/route_stage/payload.rs	40	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::grouped::route_stage::projection	crates/icydb-core/src/db/executor/pipeline/contracts/grouped/route_stage/projection.rs	183	0	0	0.00	2	2	1	3	2
db::executor::pipeline::contracts::materialization	crates/icydb-core/src/db/executor/pipeline/contracts/materialization.rs	31	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts	crates/icydb-core/src/db/executor/pipeline/contracts/mod.rs	119	3	6	2.00	0	0	1	2	3
db::executor::pipeline::contracts::post_access	crates/icydb-core/src/db/executor/pipeline/contracts/post_access.rs	35	0	0	0.00	0	0	0	1	0
db::executor::pipeline::contracts::scan	crates/icydb-core/src/db/executor/pipeline/contracts/scan.rs	75	0	0	0.00	0	0	0	1	0
db::executor::pipeline::entrypoints::grouped	crates/icydb-core/src/db/executor/pipeline/entrypoints/grouped.rs	471	1	2	2.00	6	6	2	3	7
db::executor::pipeline::entrypoints	crates/icydb-core/src/db/executor/pipeline/entrypoints/mod.rs	190	1	2	2.00	0	0	1	3	1
db::executor::pipeline::entrypoints::scalar::hints	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/hints.rs	71	1	3	3.00	6	5	2	1	6
db::executor::pipeline::entrypoints::scalar	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/mod.rs	896	4	8	2.00	7	7	2	3	11
db::executor::pipeline::grouped_runtime	crates/icydb-core/src/db/executor/pipeline/grouped_runtime/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::pipeline::grouped_runtime::route_stage	crates/icydb-core/src/db/executor/pipeline/grouped_runtime/route_stage.rs	100	0	0	0.00	1	1	1	2	1
db::executor::pipeline	crates/icydb-core/src/db/executor/pipeline/mod.rs	17	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::distinct	crates/icydb-core/src/db/executor/pipeline/operators/distinct/mod.rs	75	1	2	2.00	1	1	1	1	2
db::executor::pipeline::operators	crates/icydb-core/src/db/executor/pipeline/operators/mod.rs	7	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::contracts	crates/icydb-core/src/db/executor/pipeline/operators/post_access/contracts/mod.rs	3	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::contracts::row	crates/icydb-core/src/db/executor/pipeline/operators/post_access/contracts/row.rs	23	0	0	0.00	0	0	0	4	0
db::executor::pipeline::operators::post_access::contracts::stats	crates/icydb-core/src/db/executor/pipeline/operators/post_access/contracts/stats.rs	4	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::coordinator	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/mod.rs	15	0	0	0.00	0	0	0	1	0
db::executor::pipeline::operators::post_access::coordinator::runtime::guard_filter	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/runtime/guard_filter.rs	82	0	0	0.00	5	5	2	2	5
db::executor::pipeline::operators::post_access::coordinator::runtime	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/runtime/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::coordinator::runtime::phases	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/runtime/phases.rs	58	0	0	0.00	0	0	0	2	0
db::executor::pipeline::operators::post_access	crates/icydb-core/src/db/executor/pipeline/operators/post_access/mod.rs	30	0	0	0.00	0	0	0	2	0
db::executor::pipeline::operators::post_access::order_cursor	crates/icydb-core/src/db/executor/pipeline/operators/post_access/order_cursor.rs	19	0	0	0.00	0	0	0	1	0
db::executor::pipeline::operators::post_access::terminal	crates/icydb-core/src/db/executor/pipeline/operators/post_access/terminal/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::terminal::order	crates/icydb-core/src/db/executor/pipeline/operators/post_access/terminal/order.rs	46	0	0	0.00	5	5	3	2	5
db::executor::pipeline::operators::post_access::terminal::paging_delete	crates/icydb-core/src/db/executor/pipeline/operators/post_access/terminal/paging_delete.rs	27	0	0	0.00	2	2	2	2	2
db::executor::pipeline::operators::reducer::aggregate	crates/icydb-core/src/db/executor/pipeline/operators/reducer/aggregate.rs	61	0	0	0.00	1	1	1	2	1
db::executor::pipeline::operators::reducer	crates/icydb-core/src/db/executor/pipeline/operators/reducer/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::reducer::runner	crates/icydb-core/src/db/executor/pipeline/operators/reducer/runner.rs	115	6	15	2.50	4	4	2	2	10
db::executor::pipeline::operators::terminal	crates/icydb-core/src/db/executor/pipeline/operators/terminal/mod.rs	1	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::terminal::runtime	crates/icydb-core/src/db/executor/pipeline/operators/terminal/runtime/mod.rs	1	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::terminal::runtime::row_collector	crates/icydb-core/src/db/executor/pipeline/operators/terminal/runtime/row_collector.rs	42	0	0	0.00	0	0	0	2	0
db::executor::pipeline::orchestrator::contracts	crates/icydb-core/src/db/executor/pipeline/orchestrator/contracts/mod.rs	71	1	2	2.00	2	2	1	2	3
db::executor::pipeline::orchestrator::guards	crates/icydb-core/src/db/executor/pipeline/orchestrator/guards.rs	0	0	0	0.00	0	0	0	0	0
db::executor::pipeline::orchestrator	crates/icydb-core/src/db/executor/pipeline/orchestrator/mod.rs	32	0	0	0.00	0	0	0	3	0
db::executor::pipeline::orchestrator::state	crates/icydb-core/src/db/executor/pipeline/orchestrator/state/mod.rs	117	4	8	2.00	3	3	2	2	7
db::executor::pipeline::orchestrator::strategy	crates/icydb-core/src/db/executor/pipeline/orchestrator/strategy/mod.rs	87	1	2	2.00	1	1	1	3	2
db::executor::pipeline::runtime::adapter	crates/icydb-core/src/db/executor/pipeline/runtime/adapter.rs	352	0	0	0.00	3	3	1	3	3
db::executor::pipeline::runtime::attempt	crates/icydb-core/src/db/executor/pipeline/runtime/attempt.rs	120	0	0	0.00	0	0	0	2	0
db::executor::pipeline::runtime::fast_path	crates/icydb-core/src/db/executor/pipeline/runtime/fast_path/mod.rs	209	4	10	2.50	2	2	1	2	6
db::executor::pipeline::runtime::fast_path::strategy	crates/icydb-core/src/db/executor/pipeline/runtime/fast_path/strategy.rs	132	3	10	3.33	1	1	1	2	4
db::executor::pipeline::runtime::grouped	crates/icydb-core/src/db/executor/pipeline/runtime/grouped.rs	428	5	12	2.40	7	7	2	4	12
db::executor::pipeline::runtime	crates/icydb-core/src/db/executor/pipeline/runtime/mod.rs	46	0	0	0.00	0	0	0	2	0
db::executor::pipeline::runtime::retained_slots	crates/icydb-core/src/db/executor/pipeline/runtime/retained_slots.rs	137	1	2	2.00	10	10	2	2	11
db::executor::pipeline::timing	crates/icydb-core/src/db/executor/pipeline/timing.rs	24	0	0	0.00	0	0	0	0	0
db::executor::plan_metrics	crates/icydb-core/src/db/executor/plan_metrics.rs	67	3	8	2.67	0	0	2	3	3
db::executor::planning::continuation::engine	crates/icydb-core/src/db/executor/planning/continuation/engine.rs	56	1	3	3.00	0	0	1	2	1
db::executor::planning::continuation::grouped::context	crates/icydb-core/src/db/executor/planning/continuation/grouped/context.rs	66	0	0	0.00	1	1	1	3	1
db::executor::planning::continuation::grouped	crates/icydb-core/src/db/executor/planning/continuation/grouped/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::planning::continuation::grouped::window	crates/icydb-core/src/db/executor/planning/continuation/grouped/window.rs	47	0	0	0.00	0	0	0	1	0
db::executor::planning::continuation	crates/icydb-core/src/db/executor/planning/continuation/mod.rs	9	0	0	0.00	0	0	0	0	0
db::executor::planning::continuation::range_token	crates/icydb-core/src/db/executor/planning/continuation/range_token.rs	31	0	0	0.00	0	0	0	1	0
db::executor::planning::continuation::route	crates/icydb-core/src/db/executor/planning/continuation/route.rs	145	0	0	0.00	0	0	0	1	0
db::executor::planning::continuation::scalar	crates/icydb-core/src/db/executor/planning/continuation/scalar.rs	163	1	3	3.00	3	3	2	2	4
db::executor::planning	crates/icydb-core/src/db/executor/planning/mod.rs	3	0	0	0.00	0	0	0	0	0
db::executor::planning::preparation	crates/icydb-core/src/db/executor/planning/preparation.rs	226	3	8	2.67	1	1	1	1	4
db::executor::planning::route::capability	crates/icydb-core/src/db/executor/planning/route/capability.rs	318	0	0	0.00	12	9	1	1	9
db::executor::planning::route::contracts::capabilities	crates/icydb-core/src/db/executor/planning/route/contracts/capabilities.rs	36	0	0	0.00	0	0	0	1	0
db::executor::planning::route::contracts::execution	crates/icydb-core/src/db/executor/planning/route/contracts/execution/mod.rs	187	4	11	2.75	2	2	1	1	6
db::executor::planning::route::contracts::execution::observability	crates/icydb-core/src/db/executor/planning/route/contracts/execution/observability.rs	71	2	3	1.50	0	0	1	1	2
db::executor::planning::route::contracts::execution::plan	crates/icydb-core/src/db/executor/planning/route/contracts/execution/plan.rs	231	2	6	3.00	1	1	2	1	3
db::executor::planning::route::contracts	crates/icydb-core/src/db/executor/planning/route/contracts/mod.rs	20	0	0	0.00	0	0	0	0	0
db::executor::planning::route::contracts::shape	crates/icydb-core/src/db/executor/planning/route/contracts/shape.rs	113	0	0	0.00	0	0	0	2	0
db::executor::planning::route::fast_path	crates/icydb-core/src/db/executor/planning/route/fast_path.rs	83	1	2	2.00	0	0	1	3	1
db::executor::planning::route::guard	crates/icydb-core/src/db/executor/planning/route/guard.rs	86	0	0	0.00	0	0	0	1	0
